	counts
FOXC2	1.0
FOXL1	3.0
C16orf95	33.0
FBXO31	62.0
MAP1LC3B	548.0
ZCCHC14	156.0
JPH3	3.0
KLHDC4	81.0
SLC7A5	51.0
CA5A	0.0
BANP	128.0
ZNF469	109.0
ZFPM1	29.0
ZC3H18	38.0
IL17C	2.0
CYBA	1297.0
MVD	103.0
SNAI3	7.0
RNF166	99.0
CTU2	51.0
PIEZO1	415.0
CDT1	52.0
APRT	1006.0
GALNS	133.0
TRAPPC2L	449.0
PABPN1L	1.0
CBFA2T3	10.0
ACSF3	108.0
CDH15	16.0
SLC22A31	8.0
ZNF778	27.0
ANKRD11	345.0
ENSG00000288715	0.0
SPG7	348.0
RPL13	11571.0
CPNE7	12.0
DPEP1	204.0
CHMP1A	333.0
SPATA33	47.0
CDK10	196.0
SPATA2L	75.0
VPS9D1	90.0
ZNF276	87.0
FANCA	44.0
SPIRE2	29.0
TCF25	434.0
MC1R	57.0
TUBB3	244.0
DEF8	181.0
DBNDD1	33.0
GAS8	92.0
PRDM7	0.0
SCGB1C2	4.0
DOC2B	78.0
RPH3AL	18.0
C17orf97	37.0
RFLNB	72.0
VPS53	102.0
TLCD3A	51.0
GEMIN4	59.0
GLOD4	222.0
MRM3	72.0
NXN	220.0
TIMM22	75.0
ABR	183.0
BHLHA9	0.0
TRARG1	0.0
YWHAE	729.0
CRK	461.0
MYO1C	341.0
INPP5K	91.0
PITPNA	320.0
SLC43A2	198.0
SCARF1	24.0
RILP	89.0
PRPF8	243.0
TLCD2	40.0
WDR81	118.0
SERPINF2	17.0
SERPINF1	937.0
SMYD4	24.0
RPA1	215.0
RTN4RL1	1.0
DPH1	37.0
OVCA2	0.0
HIC1	82.0
SMG6	64.0
SRR	15.0
TSR1	104.0
SGSM2	101.0
MNT	122.0
METTL16	74.0
PAFAH1B1	430.0
CLUH	197.0
CCDC92B	2.0
RAP1GAP2	76.0
OR1D5	0.0
OR1D2	0.0
OR1G1	0.0
OR1P1	0.0
OR1A2	0.0
OR1A1	1.0
OR3A2	1.0
OR3A1	0.0
OR1R1P	0.0
OR1E1	0.0
OR3A3	0.0
OR1E2	0.0
SPATA22	0.0
ASPA	2.0
TRPV3	1.0
TRPV1	17.0
SHPK	23.0
CTNS	59.0
TAX1BP3	554.0
EMC6	333.0
P2RX5	4.0
ITGAE	247.0
HASPIN	0.0
NCBP3	106.0
CAMKK1	54.0
P2RX1	5.0
ATP2A3	23.0
ZZEF1	82.0
CYB5D2	109.0
ANKFY1	134.0
UBE2G1	134.0
SPNS3	0.0
SPNS2	18.0
MYBBP1A	171.0
GGT6	48.0
SMTNL2	7.0
ALOX15	2.0
PELP1	140.0
ARRB2	200.0
MED11	193.0
CXCL16	267.0
ZMYND15	33.0
TM4SF5	0.0
VMO1	240.0
GLTPD2	1.0
PSMB6	650.0
C17orf114	7.0
PLD2	97.0
MINK1	37.0
CHRNE	4.0
C17orf107	9.0
GP1BA	0.0
SLC25A11	302.0
RNF167	208.0
PFN1	2026.0
ENO3	48.0
SPAG7	296.0
CAMTA2	48.0
INCA1	2.0
KIF1C	170.0
SLC52A1	9.0
ZFP3	25.0
ZNF232	43.0
USP6	6.0
ZNF594	23.0
SCIMP	17.0
RABEP1	112.0
NUP88	73.0
RPAIN	268.0
C1QBP	271.0
DHX33	80.0
DERL2	358.0
MIS12	98.0
NLRP1	31.0
ENSG00000286190	0.0
WSCD1	1.0
AIPL1	0.0
PIMREG	34.0
PITPNM3	67.0
KIAA0753	68.0
ENSG00000282936	0.0
TXNDC17	1129.0
MED31	173.0
C17orf100	31.0
SLC13A5	1.0
XAF1	175.0
FBXO39	0.0
TEKT1	2.0
ALOX12	2.0
RNASEK	925.0
C17orf49	431.0
BCL6B	14.0
SLC16A13	2.0
SLC16A11	0.0
CLEC10A	39.0
ASGR2	8.0
ASGR1	36.0
DLG4	24.0
ACADVL	690.0
DVL2	131.0
PHF23	170.0
GABARAP	1462.0
CTDNEP1	285.0
ELP5	143.0
CLDN7	1310.0
SLC2A4	0.0
YBX2	11.0
EIF5A	600.0
GPS2	135.0
NEURL4	64.0
ACAP1	36.0
KCTD11	82.0
TMEM95	0.0
TNK1	15.0
PLSCR3	146.0
TMEM256	559.0
NLGN2	74.0
SPEM1	0.0
SPEM2	0.0
SPEM3	0.0
TMEM102	15.0
FGF11	18.0
CHRNB1	54.0
ZBTB4	186.0
SLC35G6	0.0
POLR2A	319.0
TNFSF12	70.0
TNFSF13	118.0
SENP3	30.0
EIF4A1	2364.0
CD68	466.0
MPDU1	228.0
SOX15	35.0
FXR2	126.0
SHBG	2.0
SAT2	361.0
ATP1B2	1.0
TP53	171.0
WRAP53	46.0
EFNB3	49.0
DNAH2	14.0
KDM6B	105.0
TMEM88	7.0
NAA38	1678.0
CYB5D1	50.0
CHD3	410.0
RNF227	27.0
KCNAB3	1.0
TRAPPC1	257.0
CNTROB	71.0
GUCY2D	5.0
ALOX15B	18.0
ALOX12B	0.0
ALOXE3	1.0
HES7	1.0
PER1	188.0
VAMP2	134.0
TMEM107	166.0
BORCS6	29.0
AURKB	55.0
CTC1	31.0
PFAS	48.0
SLC25A35	18.0
RANGRF	140.0
ARHGEF15	10.0
ODF4	0.0
KRBA2	23.0
RPL26	9307.0
RNF222	1.0
NDEL1	134.0
MYH10	337.0
CCDC42	5.0
SPDYE4	0.0
MFSD6L	28.0
PIK3R6	10.0
PIK3R5	29.0
NTN1	57.0
STX8	150.0
CFAP52	0.0
USP43	28.0
DHRS7C	0.0
GSG1L2	0.0
GLP2R	0.0
RCVRN	0.0
GAS7	64.0
MYH13	0.0
MYH8	0.0
MYH4	0.0
MYH1	0.0
MYH2	0.0
MYH3	7.0
SCO1	142.0
ADPRM	25.0
TMEM220	44.0
TMEM238L	0.0
PIRT	0.0
SHISA6	9.0
DNAH9	2.0
ZNF18	19.0
MAP2K4	119.0
MYOCD	0.0
ARHGAP44	12.0
ELAC2	147.0
HS3ST3A1	17.0
COX10	30.0
CDRT15	2.0
HS3ST3B1	29.0
PMP22	279.0
TEKT3	3.0
CDRT4	42.0
TVP23C	7.0
FBXW10B	1.0
TRIM16	33.0
ZNF286A	12.0
TBC1D26	2.0
ADORA2B	7.0
ZSWIM7	131.0
TTC19	144.0
NCOR1	237.0
PIGL	28.0
CENPV	14.0
UBB	5083.0
TRPV2	55.0
LRRC75A	356.0
ZNF287	33.0
ZNF624	17.0
CCDC144A	4.0
TNFRSF13B	0.0
MPRIP	305.0
PLD6	19.0
FLCN	181.0
COPS3	188.0
NT5M	17.0
MED9	46.0
RASD1	17.0
PEMT	114.0
RAI1	216.0
SREBF1	287.0
TOM1L2	63.0
DRC3	7.0
ATPAF2	60.0
GID4	32.0
DRG2	132.0
MYO15A	13.0
ALKBH5	311.0
LLGL1	43.0
FLII	266.0
MIEF2	115.0
TOP3A	33.0
SMCR8	111.0
SHMT1	127.0
EVPLL	23.0
LGALS9C	1.0
TBC1D28	0.0
FOXO3B	2.0
FBXW10	0.0
TVP23B	73.0
PRPSAP2	121.0
SLC5A10	0.0
FAM83G	22.0
GRAP	14.0
GRAPL	0.0
EPN2	107.0
B9D1	198.0
MAPK7	35.0
MFAP4	205.0
RNF112	1.0
SLC47A1	5.0
ALDH3A2	196.0
SLC47A2	10.0
ALDH3A1	9.0
ULK2	97.0
AKAP10	104.0
SPECC1	79.0
LGALS9B	0.0
CDRT15L2	0.0
USP22	391.0
DHRS7B	76.0
TMEM11	81.0
NATD1	55.0
MAP2K3	193.0
KCNJ12	41.0
KCNJ18	0.0
WSB1	820.0
KSR1	33.0
LGALS9	129.0
NOS2	2.0
LYRM9	81.0
NLK	53.0
TMEM97	47.0
IFT20	247.0
TNFAIP1	150.0
POLDIP2	148.0
TMEM199	109.0
SEBOX	0.0
SARM1	40.0
VTN	6.0
SLC46A1	33.0
RSKR	20.0
SLC13A2	0.0
FOXN1	3.0
UNC119	175.0
PIGS	135.0
ALDOC	45.0
SPAG5	47.0
BLTP2	204.0
SDF2	292.0
SUPT6H	144.0
PROCA1	20.0
RAB34	702.0
RPL23A	7592.0
TLCD1	52.0
NEK8	31.0
TRAF4	272.0
FAM222B	40.0
ERAL1	35.0
FLOT2	87.0
DHRS13	57.0
PHF12	73.0
PIPOX	20.0
SEZ6	0.0
MYO18A	74.0
CRYBA1	0.0
NUFIP2	344.0
TAOK1	270.0
ABHD15	50.0
TP53I13	51.0
GIT1	116.0
ANKRD13B	22.0
CORO6	15.0
SSH2	64.0
EFCAB5	1.0
NSRP1	95.0
SLC6A4	0.0
BLMH	52.0
TMIGD1	0.0
CPD	248.0
GOSR1	111.0
CRLF3	44.0
ATAD5	21.0
TEFM	62.0
ADAP2	42.0
RNF135	101.0
NF1	167.0
OMG	0.0
EVI2B	94.0
EVI2A	208.0
RAB11FIP4	288.0
COPRS	168.0
UTP6	157.0
SUZ12	246.0
LRRC37B	24.0
RHOT1	97.0
RHBDL3	3.0
C17orf75	84.0
ZNF207	565.0
PSMD11	160.0
CDK5R1	12.0
MYO1D	202.0
H2BN1	0.0
TMEM98	259.0
SPACA3	1.0
ASIC2	0.0
CCL2	294.0
CCL7	2.0
CCL11	55.0
CCL8	4.0
CCL13	0.0
CCL1	0.0
TMEM132E	2.0
CCT6B	6.0
ZNF830	96.0
LIG3	52.0
RFFL	66.0
RAD51D	32.0
FNDC8	0.0
NLE1	56.0
UNC45B	0.0
SLC35G3	0.0
SLFN5	195.0
SLFN11	116.0
SLFN12	27.0
SLFN13	47.0
SLFN12L	7.0
SLFN14	0.0
PEX12	20.0
AP2B1	178.0
RASL10B	7.0
GAS2L2	2.0
MMP28	53.0
C17orf50	0.0
TAF15	181.0
HEATR9	0.0
CCL5	65.0
RDM1	4.0
LYZL6	0.0
CCL16	0.0
CCL14	3.0
CCL15	0.0
CCL23	0.0
CCL18	59.0
CCL3	18.0
CCL4	63.0
TBC1D3B	0.0
CCL3L3	1.0
CCL4L2	19.0
TBC1D3I	0.0
TBC1D3G	0.0
TBC1D3H	0.0
TBC1D3F	0.0
ZNHIT3	223.0
MYO19	128.0
PIGW	30.0
GGNBP2	198.0
DHRS11	20.0
MRM1	29.0
LHX1	458.0
AATF	93.0
ACACA	84.0
C17orf78	0.0
TADA2A	33.0
DUSP14	66.0
SYNRG	144.0
DDX52	122.0
HNF1B	27.0
TBC1D3K	0.0
TBC1D3L	11.0
TBC1D3D	0.0
TBC1D3C	0.0
TBC1D3E	0.0
TBC1D3	0.0
MRPL45	84.0
GPR179	0.0
SOCS7	48.0
ARHGAP23	86.0
SRCIN1	11.0
EPOP	21.0
MLLT6	223.0
CISD3	155.0
PCGF2	107.0
PSMB3	902.0
PIP4K2B	133.0
CWC25	70.0
C17orf98	0.0
RPL23	5285.0
LASP1	294.0
LASP1NB	7.0
FBXO47	0.0
PLXDC1	116.0
ARL5C	0.0
CACNB1	15.0
RPL19	12250.0
STAC2	1.0
FBXL20	44.0
MED1	62.0
CDK12	217.0
NEUROD2	3.0
PPP1R1B	72.0
STARD3	304.0
TCAP	0.0
PNMT	7.0
PGAP3	110.0
ERBB2	651.0
MIEN1	883.0
GRB7	222.0
IKZF3	10.0
ZPBP2	0.0
GSDMB	37.0
ORMDL3	388.0
LRRC3C	0.0
GSDMA	3.0
PSMD3	488.0
CSF3	0.0
MED24	127.0
THRA	78.0
NR1D1	17.0
MSL1	372.0
CASC3	196.0
RAPGEFL1	27.0
WIPF2	127.0
CDC6	90.0
RARA	139.0
GJD3	0.0
TOP2A	324.0
IGFBP4	857.0
TNS4	3.0
CCR7	1.0
SMARCE1	583.0
KRT222	0.0
KRT24	0.0
KRT25	0.0
KRT26	0.0
KRT27	0.0
KRT28	0.0
KRT10	482.0
KRT12	0.0
KRT20	0.0
KRT23	206.0
KRT39	0.0
KRT40	0.0
KRTAP3-3	0.0
KRTAP3-2	0.0
KRTAP3-1	0.0
KRTAP1-5	0.0
KRTAP1-4	0.0
KRTAP1-3	0.0
KRTAP1-1	0.0
KRTAP2-1	0.0
KRTAP2-2	0.0
KRTAP2-3	1.0
KRTAP2-4	0.0
KRTAP4-7	0.0
KRTAP4-8	0.0
KRTAP4-16	0.0
KRTAP4-9	0.0
KRTAP4-11	0.0
KRTAP4-12	0.0
KRTAP4-6	0.0
KRTAP4-5	0.0
KRTAP4-4	0.0
KRTAP4-3	0.0
KRTAP4-2	0.0
KRTAP4-1	0.0
KRTAP9-1	0.0
KRTAP9-2	0.0
KRTAP9-3	0.0
KRTAP9-8	0.0
KRTAP9-4	0.0
KRTAP9-9	0.0
KRTAP9-6	0.0
KRTAP9-7	0.0
KRTAP29-1	0.0
KRTAP16-1	0.0
KRTAP17-1	0.0
KRT33A	0.0
KRT33B	0.0
KRT34	0.0
KRT31	0.0
KRT37	0.0
KRT38	0.0
KRT32	0.0
KRT35	0.0
KRT36	0.0
KRT13	2.0
KRT15	28.0
KRT19	5433.0
KRT9	2.0
KRT14	0.0
KRT16	18.0
KRT17	411.0
EIF1	4940.0
GAST	3.0
HAP1	1.0
JUP	2402.0
P3H4	493.0
FKBP10	644.0
NT5C3B	373.0
KLHL10	0.0
KLHL11	0.0
ACLY	283.0
ODAD4	5.0
CNP	400.0
DNAJC7	217.0
NKIRAS2	285.0
ZNF385C	7.0
C17orf113	12.0
DHX58	117.0
KAT2A	449.0
HSPB9	1.0
RAB5C	522.0
KCNH4	0.0
HCRT	1.0
GHDC	98.0
STAT5B	181.0
STAT5A	71.0
STAT3	277.0
CAVIN1	413.0
ATP6V0A1	126.0
NAGLU	281.0
HSD17B1	84.0
COASY	312.0
MLX	160.0
PSMC3IP	46.0
RETREG3	211.0
TUBG1	147.0
TUBG2	66.0
PLEKHH3	123.0
CCR10	22.0
CNTNAP1	31.0
EZH1	114.0
RAMP2	82.0
VPS25	561.0
WNK4	5.0
COA3	1089.0
CNTD1	5.0
BECN1	264.0
PSME3	169.0
AOC2	5.0
AOC3	19.0
G6PC1	0.0
AARSD1	191.0
PTGES3L	4.0
RUNDC1	121.0
RPL27	10711.0
IFI35	468.0
VAT1	324.0
RND2	11.0
BRCA1	47.0
NBR1	516.0
TMEM106A	15.0
CCDC200	1.0
ARL4D	165.0
DHX8	133.0
ETV4	643.0
MEOX1	406.0
SOST	6.0
DUSP3	380.0
CFAP97D1	0.0
MPP3	92.0
CD300LG	0.0
MPP2	17.0
PPY	0.0
PYY	0.0
NAGS	62.0
TMEM101	333.0
LSM12	138.0
G6PC3	212.0
HDAC5	352.0
HROB	15.0
ASB16	0.0
TMUB2	292.0
ATXN7L3	171.0
UBTF	500.0
SLC4A1	7.0
RUNDC3A	15.0
SLC25A39	507.0
GRN	1814.0
FAM171A2	40.0
ITGA2B	24.0
GPATCH8	160.0
FZD2	143.0
MEIOC	16.0
CCDC43	155.0
DBF4B	3.0
ADAM11	12.0
GJC1	45.0
HIGD1B	24.0
EFTUD2	394.0
CCDC103	22.0
GFAP	0.0
FAM187A	0.0
KIF18B	46.0
NMT1	360.0
C1QL1	13.0
DCAKD	57.0
PLCD3	268.0
ACBD4	103.0
HEXIM1	409.0
HEXIM2	40.0
FMNL1	66.0
SPATA32	1.0
MAP3K14	76.0
ARHGAP27	134.0
PLEKHM1	106.0
CRHR1	9.0
SPPL2C	0.0
MAPT	5.0
STH	0.0
KANSL1	276.0
ARL17B	14.0
LRRC37A	1.0
ARL17A	36.0
LRRC37A2	10.0
NSF	195.0
WNT3	4.0
WNT9B	0.0
GOSR2	255.0
RPRML	0.0
CDC27	216.0
MYL4	5.0
ITGB3	41.0
EFCAB13	11.0
NPEPPS	750.0
KPNB1	702.0
TBKBP1	59.0
TBX21	4.0
OSBPL7	35.0
MRPL10	244.0
LRRC46	19.0
SCRN2	298.0
SP6	19.0
SP2	48.0
PNPO	144.0
PRR15L	35.0
CDK5RAP3	1014.0
COPZ2	166.0
NFE2L1	542.0
CBX1	360.0
SNX11	101.0
SKAP1	87.0
HOXB1	0.0
HOXB2	344.0
HOXB3	432.0
HOXB4	147.0
HOXB5	112.0
HOXB6	217.0
HOXB7	451.0
HOXB8	107.0
HOXB9	57.0
PRAC1	0.0
PRAC2	0.0
HOXB13	1.0
TTLL6	0.0
CALCOCO2	220.0
ATP5MC1	1395.0
UBE2Z	1035.0
SNF8	790.0
GIP	9.0
IGF2BP1	4.0
B4GALNT2	0.0
GNGT2	15.0
ABI3	26.0
PHOSPHO1	29.0
ZNF652	220.0
PHB1	3364.0
NGFR	22.0
NXPH3	29.0
SPOP	393.0
SLC35B1	496.0
FAM117A	137.0
KAT7	256.0
TAC4	0.0
DLX4	28.0
DLX3	23.0
ITGA3	867.0
PDK2	440.0
SAMD14	86.0
PPP1R9B	318.0
SGCA	26.0
COL1A1	24056.0
TMEM92	195.0
XYLT2	334.0
MRPL27	1884.0
EME1	66.0
LRRC59	715.0
ACSF2	414.0
CHAD	0.0
RSAD1	411.0
MYCBPAP	18.0
EPN3	251.0
SPATA20	355.0
CACNA1G	17.0
ABCC3	84.0
ANKRD40	363.0
LUC7L3	1439.0
ANKRD40CL	1.0
WFIKKN2	0.0
TOB1	1431.0
SPAG9	533.0
NME1	2361.0
NME2	9860.0
MBTD1	417.0
UTP18	452.0
CA10	0.0
KIF2B	0.0
TOM1L1	444.0
COX11	439.0
STXBP4	90.0
HLF	2.0
MMD	1300.0
SMIM36	0.0
TMEM100	2891.0
PCTP	753.0
ANKFN1	6.0
NOG	16.0
C17orf67	61.0
DGKE	22.0
TRIM25	333.0
COIL	274.0
SCPEP1	703.0
AKAP1	313.0
MSI2	480.0
CCDC182	0.0
MRPS23	2097.0
CUEDC1	182.0
VEZF1	564.0
SRSF1	874.0
DYNLL2	1003.0
OR4D1	0.0
OR4D2	0.0
EPX	0.0
MKS1	189.0
LPO	8.0
MPO	9.0
TSPOAP1	88.0
SUPT4H1	2003.0
RNF43	109.0
HSF5	2.0
MTMR4	407.0
SEPTIN4	10.0
TEX14	1.0
IGBP1C	0.0
RAD51C	291.0
PPM1E	0.0
TRIM37	430.0
SKA2	404.0
PRR11	205.0
SMG8	142.0
GDPD1	60.0
YPEL2	379.0
DHX40	459.0
CLTC	3472.0
PTRH2	584.0
VMP1	2688.0
TUBD1	160.0
RPS6KB1	471.0
RNFT1	172.0
HEATR6	262.0
CA4	0.0
USP32	353.0
CHCT1	2.0
APPBP2	396.0
PPM1D	123.0
BCAS3	109.0
TBX2	48.0
TBX4	0.0
NACA2	26.0
BRIP1	62.0
INTS2	276.0
MED13	577.0
EFCAB3	2.0
METTL2A	222.0
TLK2	247.0
MRC2	1000.0
MARCHF10	11.0
TANC2	293.0
CYB561	596.0
ACE	120.0
KCNH6	0.0
DCAF7	627.0
TACO1	275.0
MAP3K3	160.0
STRADA	118.0
LIMD2	257.0
CCDC47	1155.0
DDX42	660.0
FTSJ3	374.0
PSMC5	1179.0
SMARCD2	429.0
CSH2	0.0
GH2	0.0
CSH1	0.0
CSHL1	0.0
GH1	0.0
CD79B	5.0
SCN4A	0.0
PRR29	46.0
ICAM2	270.0
ERN1	144.0
TEX2	281.0
PECAM1	276.0
MILR1	21.0
POLG2	248.0
DDX5	7134.0
CEP95	502.0
SMURF2	259.0
LRRC37A3	28.0
GNA13	390.0
RGS9	124.0
AXIN2	232.0
CEP112	119.0
APOH	0.0
PRKCA	232.0
CACNG5	0.0
CACNG4	12.0
CACNG1	0.0
HELZ	378.0
PSMD12	500.0
PITPNC1	77.0
NOL11	396.0
BPTF	558.0
C17orf58	178.0
KPNA2	717.0
AMZ2	537.0
ARSG	10.0
SLC16A6	32.0
WIPI1	138.0
PRKAR1A	1798.0
FAM20A	1069.0
ABCA8	70.0
ABCA9	11.0
ABCA6	13.0
ABCA10	11.0
ABCA5	80.0
MAP2K6	154.0
KCNJ16	49.0
KCNJ2	7.0
SOX9	87.0
SLC39A11	120.0
SSTR2	14.0
COG1	138.0
FAM104A	291.0
C17orf80	168.0
CPSF4L	0.0
CDC42EP4	681.0
SDK2	54.0
RPL38	19667.0
TTYH2	62.0
DNAI2	0.0
KIF19	3.0
BTBD17	0.0
GPR142	0.0
GPRC5C	2106.0
CD300A	141.0
CD300LB	7.0
CD300C	16.0
CD300H	1.0
CD300LD	0.0
CD300E	36.0
RAB37	4.0
CD300LF	33.0
NHERF1	696.0
NAT9	441.0
TMEM104	98.0
GRIN2C	0.0
FDXR	165.0
FADS6	1.0
USH1G	0.0
OTOP2	0.0
OTOP3	0.0
HID1	226.0
CDR2L	418.0
MRPL58	626.0
KCTD2	264.0
ATP5PD	2057.0
SLC16A5	215.0
ARMC7	169.0
NT5C	490.0
JPT1	1599.0
SUMO2	2824.0
NUP85	400.0
GGA3	508.0
MRPS7	1312.0
MIF4GD	167.0
SLC25A19	256.0
GRB2	834.0
TMEM94	219.0
CASKIN2	287.0
TSEN54	255.0
LLGL2	937.0
MYO15B	315.0
RECQL5	203.0
SMIM5	42.0
SMIM6	100.0
SAP30BP	502.0
ITGB4	1205.0
GALK1	223.0
H3-3B	11960.0
UNK	361.0
UNC13D	314.0
WBP2	430.0
TRIM47	248.0
TRIM65	135.0
MRPL38	481.0
FBF1	90.0
ACOX1	388.0
TEN1	597.0
CDK3	111.0
EVPL	60.0
SRP68	401.0
ZACN	4.0
GALR2	4.0
EXOC7	773.0
FOXJ1	72.0
RNF157	2.0
UBALD2	612.0
QRICH2	50.0
PRPSAP1	318.0
SPHK1	144.0
UBE2O	157.0
AANAT	3.0
RHBDF2	234.0
CYGB	11.0
PRCD	7.0
ENSG00000284526	33.0
ST6GALNAC2	3.0
ST6GALNAC1	1243.0
MXRA7	2185.0
JMJD6	330.0
METTL23	655.0
SRSF2	1921.0
MFSD11	216.0
MGAT5B	40.0
SEC14L1	342.0
SEPTIN9	976.0
TNRC6C	198.0
TMC6	763.0
TMC8	70.0
C17orf99	2.0
SYNGR2	2670.0
TK1	580.0
AFMID	248.0
BIRC5	382.0
TMEM235	0.0
SOCS3	317.0
PGS1	298.0
DNAH17	37.0
CYTH1	423.0
USP36	258.0
TIMP2	1967.0
CEP295NL	0.0
LGALS3BP	2458.0
CANT1	688.0
C1QTNF1	96.0
ENGASE	219.0
RBFOX3	0.0
ENPP7	0.0
CBX2	12.0
CBX8	61.0
CBX4	124.0
TBC1D16	230.0
CCDC40	97.0
GAA	1197.0
EIF4A3	1031.0
CARD14	11.0
SGSH	190.0
SLC26A11	347.0
RNF213	1039.0
ENDOV	161.0
NPTX1	12.0
RPTOR	79.0
ENSG00000289764	0.0
CHMP6	284.0
BAIAP2	321.0
AATK	79.0
PVALEF	1.0
CEP131	111.0
TEPSIN	189.0
NDUFAF8	427.0
SLC38A10	1601.0
BAHCC1	86.0
ACTG1	12509.0
FSCN2	3.0
FAAP100	371.0
NPLOC4	506.0
TSPAN10	61.0
PDE6G	174.0
OXLD1	684.0
CCDC137	206.0
ARL16	533.0
HGS	603.0
MRPL12	2447.0
SLC25A10	268.0
GCGR	0.0
MCRIP1	1793.0
PPP1R27	0.0
P4HB	4800.0
ARHGDIA	587.0
ALYREF	189.0
ANAPC11	4983.0
NPB	1.0
PCYT2	446.0
SIRT7	359.0
MAFG	235.0
PYCR1	405.0
MYADML2	0.0
NOTUM	8.0
ASPSCR1	377.0
CENPX	1807.0
LRRC45	184.0
RAC3	184.0
DCXR	1467.0
RFNG	427.0
GPS1	770.0
DUS1L	680.0
FASN	372.0
CCDC57	315.0
SLC16A3	993.0
CSNK1D	838.0
CD7	57.0
SECTM1	64.0
TEX19	2.0
UTS2R	0.0
OGFOD3	214.0
HEXD	447.0
CYBC1	565.0
NARF	733.0
FOXK2	519.0
WDR45B	1407.0
RAB40B	272.0
FN3KRP	208.0
FN3K	19.0
TBCD	536.0
ZNF750	32.0
B3GNTL1	83.0
METRNL	566.0
TUBB8B	0.0
USP14	369.0
THOC1	134.0
COLEC12	177.0
CETN1	0.0
CLUL1	24.0
TYMS	251.0
ENOSF1	164.0
YES1	259.0
ADCYAP1	0.0
METTL4	52.0
NDC80	77.0
SMCHD1	384.0
EMILIN2	124.0
LPIN2	156.0
MYOM1	11.0
MYL12A	2007.0
MYL12B	4580.0
TGIF1	324.0
DLGAP1	42.0
AKAIN1	0.0
ZBTB14	77.0
EPB41L3	130.0
TMEM200C	51.0
L3MBTL4	29.0
ARHGAP28	29.0
LAMA1	66.0
LRRC30	0.0
PTPRM	151.0
RAB12	96.0
MTCL1	8.0
NDUFV2	930.0
ANKRD12	219.0
TWSG1	353.0
RALBP1	300.0
PPP4R1	201.0
RAB31	815.0
TXNDC2	0.0
VAPA	824.0
APCDD1	472.0
NAPG	227.0
PIEZO2	45.0
SLC35G4	0.0
GNAL	6.0
CHMP1B	345.0
MPPE1	166.0
IMPA2	76.0
ANKRD62	3.0
CIDEA	0.0
TUBB6	396.0
AFG3L2	284.0
PRELID3A	14.0
SPIRE1	57.0
PSMG2	319.0
CEP76	47.0
PTPN2	197.0
SEH1L	114.0
CEP192	85.0
LDLRAD4	99.0
FAM210A	168.0
RNMT	232.0
MC5R	0.0
MC2R	0.0
ZNF519	39.0
POTEC	0.0
ANKRD30B	0.0
ROCK1	186.0
GREB1L	1.0
ESCO1	71.0
SNRPD1	869.0
ABHD3	83.0
MIB1	335.0
GATA6	59.0
CTAGE1	1.0
RBBP8	146.0
CABLES1	74.0
TMEM241	15.0
RIOK3	404.0
RMC1	75.0
NPC1	154.0
ANKRD29	16.0
LAMA3	157.0
TTC39C	40.0
CABYR	13.0
OSBPL1A	80.0
IMPACT	179.0
HRH4	1.0
ZNF521	54.0
SS18	392.0
PSMA8	0.0
TAF4B	41.0
KCTD1	157.0
AQP4	1.0
CHST9	1.0
CDH2	110.0
DSC3	65.0
DSC2	283.0
DSC1	5.0
DSG1	0.0
DSG4	0.0
DSG3	1.0
DSG2	575.0
TTR	0.0
B4GALT6	29.0
SLC25A52	0.0
TRAPPC8	96.0
RNF125	13.0
RNF138	103.0
GAREM1	22.0
MEP1B	0.0
KLHL14	204.0
CCDC178	0.0
ASXL3	2.0
NOL4	0.0
DTNA	29.0
MAPRE2	69.0
ZNF397	74.0
ZSCAN30	37.0
ZNF24	170.0
ZNF396	15.0
INO80C	28.0
GALNT1	519.0
C18orf21	100.0
RPRD1A	184.0
SLC39A6	340.0
ELP2	193.0
MOCOS	13.0
FHOD3	16.0
TPGS2	205.0
KIAA1328	19.0
CELF4	7.0
PIK3C3	108.0
RIT2	0.0
SYT4	0.0
SETBP1	15.0
SLC14A2	2.0
SLC14A1	2.0
EPG5	85.0
SIGLEC15	6.0
PSTPIP2	21.0
ATP5F1A	1200.0
HAUS1	58.0
C18orf25	178.0
RNF165	5.0
LOXHD1	0.0
ST8SIA5	1.0
PIAS2	98.0
KATNAL2	17.0
ELOA2	0.0
HDHD2	73.0
IER3IP1	526.0
SKOR2	1.0
SMAD2	282.0
ZBTB7C	59.0
CTIF	70.0
SMAD7	154.0
DYM	97.0
C18orf32	441.0
RPL17	18476.0
LIPG	5.0
ACAA2	313.0
MYO5B	126.0
CFAP53	14.0
MBD1	214.0
CXXC1	64.0
SKA1	16.0
MAPK4	0.0
MRO	17.0
ME2	90.0
ELAC1	60.0
SMAD4	336.0
MEX3C	287.0
DCC	0.0
MBD2	309.0
POLI	103.0
STARD6	0.0
C18orf54	26.0
DYNAP	0.0
RAB27B	7.0
CCDC68	5.0
TCF4	315.0
TXNL1	394.0
WDR7	43.0
BOD1L2	0.0
ST8SIA3	0.0
ONECUT2	0.0
FECH	100.0
NARS1	312.0
ATP8B1	154.0
NEDD4L	57.0
ALPK2	36.0
MALT1	107.0
ZNF532	161.0
SEC11C	294.0
GRP	6.0
RAX	0.0
CPLX4	0.0
LMAN1	522.0
CCBE1	13.0
PMAIP1	34.0
MC4R	1.0
CDH20	4.0
RNF152	247.0
PIGN	51.0
